no.peserta,tahun,jenis.kelamin,kode.asal,kode.pendidikan,pendidikan,skd.twk,skd.tiu,skd.tkp,skd.total,skd.hasil,kode.prodi,nama.prodi,kode.formasi,lokasi.formasi,
S2440160113208940,2024,L,32,3001000,SMA,85,100,188,373,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160113512191,2024,L,35,3002000,MA,85,95,192,372,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126300418,2024,P,63,3001000,SMA,80,110,181,371,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126302034,2024,P,63,3001000,SMA,85,105,181,371,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160123314074,2024,P,33,3001000,SMA,85,85,200,370,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116300797,2024,L,63,3171110,SMK TIK,75,105,190,370,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116300939,2024,L,63,3002000,MA,80,110,179,369,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160123307177,2024,P,33,3001000,SMA,65,115,188,368,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126302146,2024,P,63,3001000,SMA,85,80,201,366,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126300609,2024,P,63,3001000,SMA,90,85,191,366,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160121603279,2024,P,16,3001000,SMA,80,110,176,366,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116300470,2024,L,63,3001000,SMA,90,95,179,364,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126201054,2024,P,62,3002000,MA,90,90,183,363,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126401014,2024,P,64,3001000,SMA,80,115,168,363,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160113402616,2024,L,34,3001000,SMA,70,115,173,358,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116300351,2024,L,63,3001000,SMA,65,120,167,352,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160123505320,2024,P,35,3002000,MA,75,110,164,349,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126300531,2024,P,63,3002000,MA,65,100,182,347,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116301660,2024,L,63,3001000,SMA,70,105,172,347,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126300654,2024,P,63,3001000,SMA,75,85,186,346,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160123205734,2024,P,32,3171110,SMK TIK,70,95,181,346,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160123506921,2024,P,35,3001000,SMA,75,95,176,346,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160123305135,2024,P,33,3001000,SMA,65,90,190,345,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116301057,2024,L,63,3002000,MA,70,90,180,340,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116300555,2024,L,63,3001000,SMA,65,110,165,340,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116301974,2024,L,63,3001000,SMA,65,80,167,312,P,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160113506079,2024,L,35,3001000,SMA,60,160,189,409,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160113516353,2024,L,35,3001000,SMA,60,150,196,406,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116300210,2024,L,63,3001000,SMA,60,140,182,382,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116301192,2024,L,63,3002000,MA,40,110,217,367,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116300195,2024,L,63,3002000,MA,50,110,194,354,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126301507,2024,P,63,3001000,SMA,50,120,184,354,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160113505333,2024,L,35,3001000,SMA,55,115,183,353,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126300814,2024,P,63,3001000,SMA,45,105,202,352,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160113514847,2024,L,35,3002000,MA,60,105,186,351,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160123204432,2024,P,32,3002000,MA,100,70,181,351,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116300023,2024,L,63,3001000,SMA,50,115,182,347,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160123602874,2024,P,36,3001000,SMA,60,105,178,343,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116300773,2024,L,63,3001000,SMA,55,80,197,332,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116301228,2024,L,63,3002000,MA,45,110,175,330,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160121207837,2024,P,12,3001000,SMA,55,70,204,329,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126300249,2024,P,63,3002000,MA,70,75,181,326,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160113515112,2024,L,35,3001000,SMA,65,75,183,323,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126301130,2024,P,63,3002000,MA,60,65,196,321,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126300267,2024,P,63,3002000,MA,55,90,176,321,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126301200,2024,P,63,3001000,SMA,70,75,174,319,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126301385,2024,P,63,3001000,SMA,70,75,174,319,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160123200063,2024,P,32,3001000,SMA,50,100,169,319,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116301699,2024,L,63,3171110,SMK TIK,70,70,176,316,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126300517,2024,P,63,3001000,SMA,65,65,184,314,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126200675,2024,P,62,3171110,SMK TIK,85,65,160,310,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116301969,2024,L,63,3001000,SMA,80,75,155,310,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126300429,2024,P,63,3001000,SMA,70,70,169,309,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126200811,2024,P,62,3001000,SMA,25,100,183,308,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160123307858,2024,P,33,3001000,SMA,45,85,178,308,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160123210196,2024,P,32,3002000,MA,70,85,153,308,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126200444,2024,P,62,3001000,SMA,65,50,185,300,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126300627,2024,P,63,3001000,SMA,65,45,184,294,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160113103151,2024,L,31,3001000,SMA,70,65,154,289,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126301480,2024,P,63,3001000,SMA,50,55,171,276,TL,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160116300184,2024,L,63,3002000,MA,None,None,None,None,TH,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160113103290,2024,L,31,3171110,SMK TIK,None,None,None,None,TH,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160113104653,2024,L,31,3001000,SMA,None,None,None,None,TH,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160123302262,2024,P,33,3001000,SMA,None,None,None,None,TH,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160126302131,2024,P,63,3002000,MA,None,None,None,None,TH,5000501,D-IV KOMPUTASI STATISTIK,40160016,KALIMANTAN SELATAN,
S2440160123508901,2024,P,35,3001000,SMA,115,155,190,460,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113308035,2024,L,33,3002000,MA,110,145,202,457,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123302857,2024,P,33,3001000,SMA,110,155,191,456,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160116400871,2024,L,64,3001000,SMA,105,155,195,455,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113209462,2024,L,32,3001000,SMA,115,140,199,454,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113600645,2024,L,36,3001000,SMA,85,160,204,449,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113502938,2024,L,35,3001000,SMA,95,150,200,445,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121801235,2024,P,18,3002000,MA,90,160,195,445,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121209354,2024,P,12,3001000,SMA,100,145,199,444,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123510720,2024,P,35,3001000,SMA,95,145,201,441,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123503520,2024,P,35,3001000,SMA,85,160,196,441,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160116400239,2024,L,64,3001000,SMA,100,140,200,440,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160116400413,2024,L,64,3001000,SMA,90,140,207,437,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160126400332,2024,P,64,3001000,SMA,100,150,187,437,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113101313,2024,L,31,3002000,MA,100,150,187,437,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113311909,2024,L,33,3001000,SMA,85,150,201,436,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123506635,2024,P,35,3001000,SMA,95,155,185,435,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123400830,2024,P,34,3001000,SMA,100,145,189,434,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113400881,2024,L,34,3001000,SMA,110,140,183,433,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113306352,2024,L,33,3001000,SMA,85,150,197,432,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113205194,2024,L,32,3002000,MA,90,150,192,432,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113316937,2024,L,33,3001000,SMA,105,130,196,431,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113307001,2024,L,33,3001000,SMA,85,150,195,430,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123306211,2024,P,33,3001000,SMA,85,155,190,430,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160111217425,2024,L,12,3001000,SMA,100,145,185,430,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123511460,2024,P,35,3001000,SMA,85,145,199,429,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113511499,2024,L,35,3001000,SMA,100,135,193,428,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123300514,2024,P,33,3001000,SMA,90,150,188,428,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113514030,2024,L,35,3171110,SMK TIK,80,145,202,427,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121301036,2024,P,13,3001000,SMA,80,150,197,427,P/L,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121305539,2024,P,13,3001000,SMA,110,125,192,427,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160116400253,2024,L,64,3001000,SMA,90,155,182,427,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160116101363,2024,L,61,3171110,SMK TIK,90,140,196,426,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123502772,2024,P,35,3002000,MA,85,155,186,426,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113307537,2024,L,33,3001000,SMA,80,150,195,425,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123316003,2024,P,33,3001000,SMA,100,130,195,425,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121700723,2024,P,17,3001000,SMA,110,125,190,425,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121607910,2024,P,16,3002000,MA,100,140,185,425,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113203587,2024,L,32,3001000,SMA,115,125,184,424,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160126200507,2024,P,62,3001000,SMA,75,155,193,423,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160116400189,2024,L,64,3001000,SMA,95,135,193,423,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123508105,2024,P,35,3001000,SMA,105,135,183,423,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123314465,2024,P,33,3001000,SMA,80,150,192,422,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123105553,2024,P,31,3001000,SMA,95,135,191,421,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123304327,2024,P,33,3002000,MA,90,150,180,420,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113505489,2024,L,35,3171110,SMK TIK,100,145,175,420,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113505302,2024,L,35,3001000,SMA,75,150,194,419,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123505254,2024,P,35,3002000,MA,100,125,194,419,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113503007,2024,L,35,3001000,SMA,70,140,208,418,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160116400745,2024,L,64,3001000,SMA,85,135,198,418,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160116400262,2024,L,64,3001000,SMA,80,145,193,418,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123316058,2024,P,33,3001000,SMA,95,130,192,417,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113509832,2024,L,35,3001000,SMA,80,150,187,417,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123511475,2024,P,35,3001000,SMA,95,140,182,417,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123301883,2024,P,33,3001000,SMA,75,145,195,415,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160125202782,2024,P,52,3001000,SMA,85,135,195,415,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123401257,2024,P,34,3002000,MA,105,115,194,414,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121205215,2024,P,12,3001000,SMA,85,130,198,413,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123501100,2024,P,35,3002000,MA,80,145,188,413,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160125201833,2024,P,52,3001000,SMA,70,145,197,412,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160111401604,2024,L,14,3001000,SMA,80,145,187,412,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113511716,2024,L,35,3001000,SMA,110,115,186,411,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160126400569,2024,P,64,3001000,SMA,80,130,199,409,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121217065,2024,P,12,3001000,SMA,95,135,179,409,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123305410,2024,P,33,3001000,SMA,90,130,188,408,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123509971,2024,P,35,3001000,SMA,80,135,192,407,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123514984,2024,P,35,3001000,SMA,90,130,187,407,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121200388,2024,P,12,3001000,SMA,95,135,177,407,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123212220,2024,P,32,3001000,SMA,100,110,196,406,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123513677,2024,P,35,3001000,SMA,85,130,191,406,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113305618,2024,L,33,3001000,SMA,90,135,181,406,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160116401173,2024,L,64,3001000,SMA,105,120,180,405,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160117301269,2024,L,73,3001000,SMA,80,140,184,404,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123202647,2024,P,32,3001000,SMA,70,130,203,403,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121202427,2024,P,12,3001000,SMA,85,120,198,403,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123400140,2024,P,34,3001000,SMA,80,135,188,403,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121209585,2024,P,12,3001000,SMA,85,120,197,402,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113315147,2024,L,33,3001000,SMA,70,140,192,402,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123305205,2024,P,33,3001000,SMA,70,145,187,402,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123513952,2024,P,35,3002000,MA,65,150,185,400,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160116400921,2024,L,64,3002000,MA,80,125,194,399,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113208438,2024,L,32,3001000,SMA,75,145,179,399,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160126401223,2024,P,64,3002000,MA,75,130,193,398,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113306547,2024,L,33,3001000,SMA,90,115,193,398,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123206409,2024,P,32,3001000,SMA,75,135,188,398,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160111206030,2024,L,12,3001000,SMA,65,130,202,397,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123500167,2024,P,35,3001000,SMA,75,130,192,397,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113313587,2024,L,33,3001000,SMA,80,130,187,397,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123512414,2024,P,35,3001000,SMA,75,125,196,396,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113506332,2024,L,35,3001000,SMA,75,130,191,396,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160111218842,2024,L,12,3001000,SMA,75,135,186,396,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160117302224,2024,L,73,3001000,SMA,85,110,200,395,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123307669,2024,P,33,3001000,SMA,90,110,195,395,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121305430,2024,P,13,3001000,SMA,70,140,185,395,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160111306840,2024,L,13,3001000,SMA,85,110,199,394,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121207680,2024,P,12,3171110,SMK TIK,70,130,194,394,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123402401,2024,P,34,3001000,SMA,70,130,194,394,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121305719,2024,P,13,3001000,SMA,75,125,194,394,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160111305906,2024,L,13,3001000,SMA,70,140,181,391,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113301649,2024,L,33,3001000,SMA,75,120,195,390,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160122100773,2024,P,21,3001000,SMA,65,130,194,389,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160116400046,2024,L,64,3001000,SMA,65,135,189,389,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113308907,2024,L,33,3001000,SMA,80,130,179,389,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121803226,2024,P,18,3001000,SMA,80,120,188,388,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113200649,2024,L,32,3001000,SMA,100,105,183,388,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123104086,2024,P,31,3001000,SMA,80,110,197,387,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160125101777,2024,P,51,3001000,SMA,75,125,187,387,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123502369,2024,P,35,3001000,SMA,85,100,201,386,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160126400055,2024,P,64,3001000,SMA,70,140,176,386,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160126400244,2024,P,64,3001000,SMA,65,120,200,385,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160126100384,2024,P,61,3001000,SMA,75,120,190,385,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160121205114,2024,P,12,3001000,SMA,75,125,185,385,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113206463,2024,L,32,3001000,SMA,75,125,183,383,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113504321,2024,L,35,3001000,SMA,75,120,187,382,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160113601084,2024,L,36,3171110,SMK TIK,70,110,201,381,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160111403479,2024,L,14,3001000,SMA,75,120,186,381,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123600500,2024,P,36,3001000,SMA,70,130,180,380,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
S2440160123212428,2024,P,32,3001000,SMA,85,120,175,380,P,5000501,D-IV KOMPUTASI STATISTIK,40160017,KALIMANTAN TIMUR,
