no.peserta,tahun,jenis.kelamin,kode.asal,kode.pendidikan,pendidikan,skd.twk,skd.tiu,skd.tkp,skd.total,skd.hasil,kode.prodi,nama.prodi,kode.formasi,lokasi.formasi,
S2440160121300015,2024,P,13,3001000,SMA,90,115,162,367,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111301272,2024,L,13,3001000,SMA,75,95,196,366,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111300288,2024,L,13,3001000,SMA,75,100,191,366,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304068,2024,P,13,3001000,SMA,105,85,175,365,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305034,2024,P,13,3001000,SMA,95,110,160,365,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111305614,2024,L,13,3002000,MA,80,105,179,364,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307173,2024,P,13,3001000,SMA,70,105,188,363,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300596,2024,P,13,3001000,SMA,75,100,187,362,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111301517,2024,L,13,3001000,SMA,90,85,187,362,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300684,2024,P,13,3001000,SMA,85,105,172,362,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160113103610,2024,L,31,3001000,SMA,85,90,186,361,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306765,2024,P,13,3001000,SMA,85,100,176,361,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304824,2024,P,13,3002000,MA,70,105,185,360,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300879,2024,P,13,3001000,SMA,65,120,175,360,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305247,2024,P,13,3002000,MA,70,115,175,360,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111307344,2024,L,13,3001000,SMA,75,95,189,359,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306127,2024,P,13,3001000,SMA,80,90,189,359,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121308189,2024,P,13,3001000,SMA,70,105,184,359,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306701,2024,P,13,3001000,SMA,70,90,198,358,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305182,2024,P,13,3001000,SMA,80,95,183,358,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307472,2024,P,13,3001000,SMA,80,100,178,358,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111303030,2024,L,13,3002000,MA,75,105,177,357,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111304961,2024,L,13,3001000,SMA,65,120,172,357,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307584,2024,P,13,3001000,SMA,65,130,162,357,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305975,2024,P,13,3001000,SMA,75,120,162,357,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305757,2024,P,13,3001000,SMA,75,90,191,356,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305607,2024,P,13,3001000,SMA,85,90,181,356,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306868,2024,P,13,3001000,SMA,80,120,156,356,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307737,2024,P,13,3001000,SMA,65,110,180,355,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111302211,2024,L,13,3001000,SMA,80,95,180,355,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111208656,2024,L,12,3002000,MA,70,105,179,354,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121402764,2024,P,14,3001000,SMA,70,110,174,354,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111305409,2024,L,13,3001000,SMA,80,115,159,354,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306923,2024,P,13,3001000,SMA,80,80,193,353,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111302909,2024,L,13,3002000,MA,70,100,183,353,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300026,2024,P,13,3001000,SMA,80,90,183,353,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121210732,2024,P,12,3002000,MA,65,110,178,353,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306783,2024,P,13,3002000,MA,90,95,168,353,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111702703,2024,L,17,3001000,SMA,70,125,158,353,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111300136,2024,L,13,3001000,SMA,85,85,182,352,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300468,2024,P,13,3001000,SMA,75,100,177,352,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111305193,2024,L,13,3002000,MA,95,90,166,351,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305702,2024,P,13,3001000,SMA,95,95,160,350,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304943,2024,P,13,3002000,MA,65,100,184,349,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305652,2024,P,13,3001000,SMA,75,95,179,349,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121308107,2024,P,13,3001000,SMA,75,85,188,348,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307955,2024,P,13,3001000,SMA,90,100,158,348,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121205093,2024,P,12,3001000,SMA,75,95,177,347,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121401884,2024,P,14,3001000,SMA,85,90,172,347,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111303610,2024,L,13,3001000,SMA,70,110,167,347,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306462,2024,P,13,3002000,MA,75,105,167,347,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160123101807,2024,P,31,3001000,SMA,70,100,176,346,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111300198,2024,L,13,3002000,MA,85,105,156,346,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305898,2024,P,13,3002000,MA,65,105,175,345,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300521,2024,P,13,3001000,SMA,65,105,175,345,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302099,2024,P,13,3001000,SMA,70,100,172,342,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303667,2024,P,13,3001000,SMA,70,95,176,341,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301876,2024,P,13,3001000,SMA,80,105,156,341,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301768,2024,P,13,3001000,SMA,65,95,180,340,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306145,2024,P,13,3001000,SMA,70,85,184,339,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306293,2024,P,13,3001000,SMA,75,95,167,337,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306897,2024,P,13,3001000,SMA,70,80,184,334,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111304806,2024,L,13,3001000,SMA,75,80,179,334,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111304721,2024,L,13,3001000,SMA,65,90,178,333,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303331,2024,P,13,3001000,SMA,65,95,173,333,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304925,2024,P,13,3001000,SMA,85,85,163,333,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121609374,2024,P,16,3001000,SMA,70,80,182,332,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111304749,2024,L,13,3001000,SMA,75,100,157,332,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302457,2024,P,13,3002000,MA,70,85,176,331,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306130,2024,P,13,3001000,SMA,75,85,167,327,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300224,2024,P,13,3001000,SMA,70,80,175,325,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305010,2024,P,13,3001000,SMA,65,90,167,322,P,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306255,2024,P,13,3001000,SMA,60,145,193,398,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111303847,2024,L,13,3001000,SMA,55,165,178,398,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302826,2024,P,13,3001000,SMA,60,145,187,392,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111301258,2024,L,13,3001000,SMA,60,145,183,388,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111300947,2024,L,13,3001000,SMA,100,130,155,385,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111306231,2024,L,13,3001000,SMA,60,130,190,380,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300381,2024,P,13,3001000,SMA,60,130,188,378,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307212,2024,P,13,3001000,SMA,55,140,181,376,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300174,2024,P,13,3001000,SMA,55,130,188,373,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111307566,2024,L,13,3001000,SMA,55,145,172,372,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305887,2024,P,13,3002000,MA,55,150,167,372,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306264,2024,P,13,3001000,SMA,60,120,191,371,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303865,2024,P,13,3001000,SMA,55,140,176,371,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111307601,2024,L,13,3001000,SMA,45,135,190,370,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111301645,2024,L,13,3001000,SMA,50,130,189,369,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121501634,2024,P,15,3001000,SMA,60,115,193,368,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121203655,2024,P,12,3001000,SMA,45,145,177,367,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111301012,2024,L,13,3001000,SMA,55,135,176,366,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303355,2024,P,13,3001000,SMA,60,120,181,361,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111306439,2024,L,13,3001000,SMA,85,130,146,361,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111300316,2024,L,13,3001000,SMA,55,120,182,357,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304899,2024,P,13,3001000,SMA,75,130,152,357,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111303199,2024,L,13,3001000,SMA,60,105,190,355,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304530,2024,P,13,3001000,SMA,55,125,175,355,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300534,2024,P,13,3001000,SMA,60,90,204,354,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306822,2024,P,13,3001000,SMA,40,125,189,354,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300789,2024,P,13,3001000,SMA,50,125,178,353,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111300459,2024,L,13,3001000,SMA,60,95,196,351,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111300882,2024,L,13,3001000,SMA,60,105,185,350,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306561,2024,P,13,3001000,SMA,85,75,189,349,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300790,2024,P,13,3001000,SMA,95,65,189,349,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160123314133,2024,P,33,3001000,SMA,55,115,179,349,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302051,2024,P,13,3001000,SMA,60,100,188,348,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121500811,2024,P,15,3002000,MA,55,110,183,348,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300567,2024,P,13,3002000,MA,110,50,187,347,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111305591,2024,L,13,3001000,SMA,85,115,146,346,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111305117,2024,L,13,3001000,SMA,60,100,184,344,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303672,2024,P,13,3002000,MA,95,70,178,343,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111302518,2024,L,13,3001000,SMA,60,110,172,342,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305874,2024,P,13,3001000,SMA,55,105,181,341,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111303540,2024,L,13,3001000,SMA,60,105,176,341,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302196,2024,P,13,3002000,MA,40,110,190,340,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307353,2024,P,13,3001000,SMA,85,75,180,340,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111306974,2024,L,13,3001000,SMA,60,105,175,340,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307140,2024,P,13,3001000,SMA,40,115,184,339,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306358,2024,P,13,3001000,SMA,40,130,169,339,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307928,2024,P,13,3002000,MA,55,105,178,338,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121308114,2024,P,13,3001000,SMA,60,105,173,338,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302389,2024,P,13,3001000,SMA,60,105,173,338,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111300932,2024,L,13,3001000,SMA,60,120,158,338,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304323,2024,P,13,3002000,MA,55,90,192,337,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307724,2024,P,13,3002000,MA,75,70,192,337,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121210415,2024,P,12,3001000,SMA,75,75,187,337,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307449,2024,P,13,3001000,SMA,60,100,177,337,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307979,2024,P,13,3002000,MA,55,115,167,337,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111307362,2024,L,13,3001000,SMA,60,130,147,337,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111300831,2024,L,13,3001000,SMA,60,85,191,336,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303328,2024,P,13,3001000,SMA,60,95,180,335,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304479,2024,P,13,3001000,SMA,60,115,159,334,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111303027,2024,L,13,3001000,SMA,80,75,177,332,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303474,2024,P,13,3002000,MA,45,105,181,331,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306303,2024,P,13,3002000,MA,65,75,190,330,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302448,2024,P,13,3001000,SMA,80,65,184,329,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303045,2024,P,13,3001000,SMA,55,105,169,329,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306109,2024,P,13,3001000,SMA,45,105,178,328,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304734,2024,P,13,3001000,SMA,80,60,187,327,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307863,2024,P,13,3002000,MA,60,90,176,326,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111305368,2024,L,13,3001000,SMA,65,70,190,325,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300206,2024,P,13,3001000,SMA,60,95,170,325,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307502,2024,P,13,3002000,MA,105,55,165,325,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307377,2024,P,13,3001000,SMA,70,100,155,325,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302297,2024,P,13,3001000,SMA,55,95,174,324,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301148,2024,P,13,3002000,MA,50,90,182,322,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303753,2024,P,13,3001000,SMA,45,95,181,321,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306066,2024,P,13,3001000,SMA,50,90,181,321,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304758,2024,P,13,3001000,SMA,90,55,175,320,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121501199,2024,P,15,3001000,SMA,65,70,184,319,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302723,2024,P,13,3001000,SMA,70,70,179,319,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121400193,2024,P,14,3001000,SMA,95,30,193,318,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300994,2024,P,13,3001000,SMA,45,85,188,318,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305100,2024,P,13,3001000,SMA,65,65,188,318,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300044,2024,P,13,3001000,SMA,65,65,188,318,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303995,2024,P,13,3001000,SMA,65,50,202,317,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304493,2024,P,13,3001000,SMA,50,80,187,317,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303009,2024,P,13,3001000,SMA,55,75,187,317,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304035,2024,P,13,3001000,SMA,70,60,186,316,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111300091,2024,L,13,3001000,SMA,70,90,155,315,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111301908,2024,L,13,3001000,SMA,75,85,155,315,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111301843,2024,L,13,3001000,SMA,65,60,189,314,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300440,2024,P,13,3001000,SMA,60,70,184,314,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300112,2024,P,13,3002000,MA,45,90,179,314,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306453,2024,P,13,3001000,SMA,70,60,183,313,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301852,2024,P,13,3002000,MA,55,90,168,313,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160123316445,2024,P,33,3001000,SMA,70,65,176,311,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301678,2024,P,13,3001000,SMA,55,75,180,310,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300846,2024,P,13,3001000,SMA,40,95,175,310,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307380,2024,P,13,3001000,SMA,70,85,155,310,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121210936,2024,P,12,3001000,SMA,60,75,174,309,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111300123,2024,L,13,3002000,MA,55,90,164,309,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160123203871,2024,P,32,3001000,SMA,60,65,183,308,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301050,2024,P,13,3001000,SMA,55,75,178,308,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301926,2024,P,13,3001000,SMA,65,65,178,308,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303450,2024,P,13,3001000,SMA,55,85,167,307,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160113200498,2024,L,32,3001000,SMA,75,85,147,307,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121303634,2024,P,13,3001000,SMA,60,80,166,306,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301861,2024,P,13,3001000,SMA,60,75,170,305,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121802892,2024,P,18,3001000,SMA,70,65,170,305,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305748,2024,P,13,3001000,SMA,55,65,184,304,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160123204157,2024,P,32,3002000,MA,65,65,173,303,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307090,2024,P,13,3001000,SMA,50,65,184,299,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300053,2024,P,13,3001000,SMA,35,130,134,299,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111608836,2024,L,16,3001000,SMA,65,70,163,298,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306477,2024,P,13,3001000,SMA,35,70,191,296,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300062,2024,P,13,3001000,SMA,60,65,171,296,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121500228,2024,P,15,3001000,SMA,65,65,166,296,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300251,2024,P,13,3001000,SMA,55,65,175,295,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304772,2024,P,13,3002000,MA,65,55,174,294,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121305784,2024,P,13,3001000,SMA,70,50,174,294,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111303113,2024,L,13,3001000,SMA,60,60,172,292,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302547,2024,P,13,3001000,SMA,45,85,162,292,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307993,2024,P,13,3001000,SMA,35,70,186,291,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304233,2024,P,13,3001000,SMA,45,60,186,291,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160113207015,2024,L,32,3001000,SMA,60,55,176,291,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301157,2024,P,13,3001000,SMA,30,105,156,291,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301890,2024,P,13,3001000,SMA,40,70,180,290,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121300354,2024,P,13,3002000,MA,45,85,160,290,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111303621,2024,L,13,3001000,SMA,45,65,179,289,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306514,2024,P,13,3001000,SMA,65,60,164,289,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121302037,2024,P,13,3001000,SMA,50,60,178,288,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160111306538,2024,L,13,3001000,SMA,65,50,173,288,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301087,2024,P,13,3001000,SMA,35,70,181,286,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121307706,2024,P,13,3001000,SMA,60,55,169,284,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121304266,2024,P,13,3001000,SMA,55,75,154,284,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306228,2024,P,13,3002000,MA,40,80,162,282,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121301531,2024,P,13,3001000,SMA,55,60,166,281,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121202913,2024,P,12,3002000,MA,45,50,185,280,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121306480,2024,P,13,3001000,SMA,60,50,169,279,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160121501469,2024,P,15,3002000,MA,60,35,183,278,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
S2440160117600515,2024,L,76,3001000,SMA,60,70,148,278,TL,5000121,D-IV STATISTIKA,40160004,SUMATERA BARAT,
